"dist_bp","r2"
175046,0.764143377818926
20555,0.652228981905724
1,1
3,1
38257,0.804141916939599
20,0.691248002653289
10,1
2,1
1287817,0.483076298981667
4037,0.922218293089811
